artist,auth,firstName,gender,itemInSession,lastName,length,level,location,method,page,registration,sessionId,song,status,ts,userAgent,userId
Basshunter,Logged In,Tyler,M,9,Morris,201.24689,paid,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PUT,NextSong,1509616156284,6050,DotA (Radio Edit),200,1513783935284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",1950
Toots & The Maytals,Logged In,Ryan,M,5,Clark,204.32934,paid,"Deltona-Daytona Beach-Ormond Beach, FL",PUT,NextSong,1502729401284,5424,Take Me Home Country Roads,200,1513783940284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:30.0) Gecko/20100101 Firefox/30.0,66
Taylor Swift,Logged In,James,M,5,Lewis,230.47791,paid,"Boise City, ID",PUT,NextSong,1509081064284,6099,You Belong With Me,200,1513783940284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",1267
Kiss,Logged In,Damarco,M,26,Cooper,218.25261,paid,"Winston-Salem, NC",PUT,NextSong,1510023739284,6074,Shout It Out Loud,200,1513783941284,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,1647
"",Logged In,Michael,M,3,Hill,"",paid,"Huntsville, AL",GET,Settings,1507609419284,3266,"",200,1513783957284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",957
"",Logged In,Michael,M,4,Hill,"",paid,"Huntsville, AL",PUT,Save Settings,1507609419284,3266,"",307,1513783958284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",957
Missy Higgins,Logged In,Ryleigh,F,6,Melendez,257.4624,paid,"Dallas-Fort Worth-Arlington, TX",PUT,NextSong,1503040317284,2080,Where I Stood (Album Version),200,1513783962284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36\"",2081
"",Logged In,Michael,M,5,Hill,"",paid,"Huntsville, AL",GET,Home,1507609419284,3266,"",200,1513783963284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",957
OneRepublic,Logged In,Kain,M,7,Price,224.67873,paid,"Birmingham-Hoover, AL",PUT,NextSong,1511131936284,6380,Secrets,200,1513783965284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4\"",2612
HAMMERFALL,Logged In,Jocelyn,F,4,King,219.16689,paid,"Riverside-San Bernardino-Ontario, CA",PUT,NextSong,1511157640284,2001,Back To Back,200,1513783968284,Mozilla/5.0 (X11; Linux x86_64; rv:31.0) Gecko/20100101 Firefox/31.0,2002
Franz Ferdinand,Logged In,Gabriel,M,28,Murphy,233.76934,paid,"Dayton, OH",PUT,NextSong,1513526225284,643,If I Can't Have You Then Nobody Can,200,1513783975284,"\"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",644
No Doubt / Bounty Killer,Logged In,Ethan,M,4,Fischer,206.65424,free,"Hilton Head Island-Bluffton-Beaufort, SC",PUT,NextSong,1507557632284,5214,Hey Baby,200,1513783978284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",254
Amon Amarth,Logged In,Tyanna,F,51,Jones,312.29342,paid,"Cedartown, GA",PUT,NextSong,1487337122284,2293,North Sea Storm (Live),200,1513783984284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2294
Cat Stevens,Logged In,Karleigh,F,2,Valenzuela,146.52036,paid,"Wisconsin Rapids-Marshfield, WI",PUT,NextSong,1489899558284,6263,Portobello Road,200,1513783994284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2462
Lange,Logged In,Julia,F,4,Fernandez,305.84118,free,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1504364463284,977,Red October,200,1513784000284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",978
"",Logged In,Tristian,M,0,Ross,"",free,"Davenport-Moline-Rock Island, IA-IL",GET,Home,1508248706284,5383,"",200,1513784013284,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,2731
"",Logged In,Angel,M,0,Walker,"",free,"Spearfish, SD",GET,Home,1475838591284,6411,"",200,1513784017284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",541
Passion Pit,Logged In,Evelin,F,20,Benjamin,243.69587,paid,"Key West, FL",PUT,NextSong,1512655967284,236,Eyes As Candles,200,1513784021284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",237
The Duckworth Lewis Method,Logged In,Anderson,M,2,Diaz,258.16771,paid,"Lafayette, LA",PUT,NextSong,1502952565284,1489,Flatten the Hay,200,1513784024284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1490
BeyoncÃÂ© feat. Jay-Z,Logged In,Jeffrey,M,31,Kramer,235.93751,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1513436777284,6082,Crazy In Love,200,1513784027284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4\"",761
Carla Bruni,Logged In,Daegan,M,33,Roberts,175.62077,paid,"McAllen-Edinburg-Mission, TX",PUT,NextSong,1513291220284,2159,I Felt My Life With Both My Hands (Album),200,1513784036284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:24.0) Gecko/20100101 Firefox/24.0,2160
John Mayer,Logged In,Tristian,M,1,Ross,216.37179,free,"Davenport-Moline-Rock Island, IA-IL",PUT,NextSong,1508248706284,5383,Great Indoors,200,1513784039284,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,2731
Four Tet,Logged In,Enrique,M,77,Miller,321.90649,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1500182660284,5962,Ribbons,200,1513784044284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",58
Five Iron Frenzy,Logged In,Angel,M,1,Walker,236.09424,free,"Spearfish, SD",PUT,NextSong,1475838591284,6411,Canada,200,1513784046284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",541
Alliance Ethnik,Logged In,Gillian,F,16,Gonzalez,265.76934,paid,"Indianapolis-Carmel-Anderson, IN",PUT,NextSong,1493059502284,5454,Creil City,200,1513784066284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",888
Godsmack,Logged In,John,M,22,Reyes,543.52934,paid,"Washington-Arlington-Alexandria, DC-VA-MD-WV",PUT,NextSong,1507977118284,2301,Voodoo,200,1513784111284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2302
Coldplay,Logged In,Isabel,F,5,Flores,266.762,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1505930978284,1410,I Ran Away,200,1513784115284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1411
"",Logged In,Amira,F,0,Ali,"",free,"Lawrence, KS",GET,Home,1491825426284,6212,"",200,1513784118284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1584
California Swag District,Logged In,Kade,M,38,Jones,239.17669,paid,"Key West, FL",PUT,NextSong,1508056774284,597,Teach Me How To Dougie,200,1513784124284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,598
Perrey And Kingsley,Logged In,Jack,M,18,Kelly,141.37424,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1492304380284,5341,Mas Que Nada,200,1513784133284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1869
Xerramequ Tiquis Miquis,Logged In,Tyler,M,10,Morris,261.19791,paid,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PUT,NextSong,1509616156284,6050,Tombar-Me Al Teu Costat,200,1513784136284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",1950
Rammstein,Logged In,Francisco,M,0,Fletcher,217.0771,free,"El Paso, TX",PUT,NextSong,1511844202284,4775,Ich Will,200,1513784139284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1716
Alice Deejay,Logged In,Karleigh,F,3,Valenzuela,216.5024,paid,"Wisconsin Rapids-Marshfield, WI",PUT,NextSong,1489899558284,6263,Better Off Alone,200,1513784140284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2462
Sticky Fingaz / Still Living / X-1,Logged In,Michael,M,6,Hill,297.482,paid,"Huntsville, AL",PUT,NextSong,1507609419284,3266,Why,200,1513784141284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",957
"",Logged Out,"","",0,"","",free,"",GET,Home,"",6358,"",200,1513784144284,"",""
Billy Idol,Logged In,Ryan,M,6,Clark,254.01424,paid,"Deltona-Daytona Beach-Ormond Beach, FL",PUT,NextSong,1502729401284,5424,Yellin' At The Xmas Tree,200,1513784144284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:30.0) Gecko/20100101 Firefox/30.0,66
"",Logged Out,"","",1,"","",free,"",PUT,Login,"",6358,"",307,1513784145284,"",""
Jose Cid,Logged In,Colin,M,10,Simpson,202.23955,paid,"North Port-Sarasota-Bradenton, FL",PUT,NextSong,1487717495284,4690,Madrugada Na Praia Deserta,200,1513784150284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",621
J. Karjalainen & Mustat Lasit,Logged In,Damarco,M,27,Cooper,336.74404,paid,"Winston-Salem, NC",PUT,NextSong,1510023739284,6074,Sinisten tÃÂ¤htien alla,200,1513784159284,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,1647
The Black Keys,Logged In,Matthew,M,5,Campbell,1400.2673,paid,"Des Moines-West Des Moines, IA",PUT,NextSong,1511351741284,2631,240 Years Before Your Time,200,1513784167284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2632
Ellie Goulding,Logged In,James,M,6,Lewis,251.24526,paid,"Boise City, ID",PUT,NextSong,1509081064284,6099,The Writer,200,1513784170284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",1267
Antony & The Johnsons,Logged In,Caleb,M,8,Caldwell,100.51873,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1490476733284,5018,What Can I Do?,200,1513784179284,"\"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1595
Rise Against,Logged In,Ethan,M,5,Fischer,242.25914,free,"Hilton Head Island-Bluffton-Beaufort, SC",PUT,NextSong,1507557632284,5214,Savior,200,1513784184284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",254
Paramore,Logged In,Jocelyn,F,5,King,267.65016,paid,"Riverside-San Bernardino-Ontario, CA",PUT,NextSong,1511157640284,2001,The Only Exception (Album Version),200,1513784187284,Mozilla/5.0 (X11; Linux x86_64; rv:31.0) Gecko/20100101 Firefox/31.0,2002
"",Logged In,Milania,F,0,Buck,"",free,"Austin-Round Rock, TX",GET,Home,1507906314284,5249,"",200,1513784188284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",900
CANDLEMASS,Logged In,Dreden,M,10,Rodriguez,332.77342,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1513620661284,6095,Mirror Mirror,200,1513784189284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1232
Bitter:Sweet,Logged In,Kain,M,8,Price,206.28853,paid,"Birmingham-Hoover, AL",PUT,NextSong,1511131936284,6380,The Mating Game (Original),200,1513784189284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4\"",2612
matchbox twenty,Logged In,Mason,M,39,Thomas,259.76118,paid,"Indianapolis-Carmel-Anderson, IN",PUT,NextSong,1487015656284,5909,Bent (LP Version),200,1513784198284,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0),748
Girl Talk,Logged In,Gabriel,M,29,Murphy,207.33342,paid,"Dayton, OH",PUT,NextSong,1513526225284,643,Bodies Hit The Floor,200,1513784208284,"\"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",644
Hot Chip,Logged In,Harper,F,0,Rogers,225.64526,free,"Pottsville, PA",PUT,NextSong,1509012695284,2608,Wrestlers,200,1513784208284,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.8; rv:31.0) Gecko/20100101 Firefox/31.0,2609
All Time Low,Logged In,Daegan,M,34,Roberts,169.9522,paid,"McAllen-Edinburg-Mission, TX",PUT,NextSong,1513291220284,2159,Break Your Little Heart,200,1513784211284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:24.0) Gecko/20100101 Firefox/24.0,2160
Diamanda Galas,Logged In,Ryleigh,F,7,Melendez,309.41995,paid,"Dallas-Fort Worth-Arlington, TX",PUT,NextSong,1503040317284,2080,You're Mine,200,1513784219284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36\"",2081
Varios,Logged In,Carlisle,F,26,Long,204.64281,paid,"Trenton, NJ",PUT,NextSong,1504984277284,6198,Hasta siempre,200,1513784242284,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,2481
Jay-Z,Logged In,Jeffrey,M,32,Kramer,229.95546,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1513436777284,6082,The Ruler's Back,200,1513784262284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4\"",761
Franz Ferdinand,Logged In,Evelin,F,21,Benjamin,214.9873,paid,"Key West, FL",PUT,NextSong,1512655967284,236,Do You Want To,200,1513784264284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",237
The White Stripes,Logged In,Courtney,F,1,Miller,232.61995,free,"Louisville/Jefferson County, KY-IN",PUT,NextSong,1500804626284,4039,Seven Nation Army,200,1513784266284,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,654
"",Logged In,Makenzie,F,2,Miller,"",free,"Brownsville-Harlingen, TX",GET,Home,1502557170284,6358,"",200,1513784266284,"\"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2297
Kinky,Logged In,Jack,M,19,Kelly,105.32526,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1492304380284,5341,Field Goal,200,1513784274284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1869
Masters Apprentices,Logged In,Alexandra,F,0,Shannon,268.69506,free,"Denver-Aurora-Lakewood, CO",PUT,NextSong,1510483194284,5499,Future Of Our Nation (Live),200,1513784277284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",331
Sun Kil Moon,Logged In,Caleb,M,9,Caldwell,347.11465,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1490476733284,5018,Lucky Man,200,1513784279284,"\"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1595
K'naan / Adam Levine,Logged In,Angel,M,2,Walker,186.43546,free,"Spearfish, SD",PUT,NextSong,1475838591284,6411,Bang Bang,200,1513784282284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",541
Bubba Sparxxx,Logged In,Anderson,M,3,Diaz,265.24689,paid,"Lafayette, LA",PUT,NextSong,1502952565284,1489,Ugly,200,1513784282284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1490
Stavento,Logged In,Tyanna,F,52,Jones,512.80934,paid,"Cedartown, GA",PUT,NextSong,1487337122284,2293,Outro,200,1513784296284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2294
"",Logged In,Connor,M,0,Gillespie,"",paid,"Santa Cruz-Watsonville, CA",GET,Home,1506639389284,6463,"",200,1513784300284,"\"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1035
Wyclef Jean featuring Akon_ Lil Wayne_ and introducing Niia,Logged In,Julia,F,5,Fernandez,239.43791,free,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1504364463284,977,Sweetest Girl (Dollar Bill),200,1513784305284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",978
Ramones,Logged In,Gillian,F,17,Gonzalez,103.10485,paid,"Indianapolis-Carmel-Anderson, IN",PUT,NextSong,1493059502284,5454,I Don't Wanna Walk Around With You  (Remastered Album Version ),200,1513784331284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",888
"",Guest,"","",0,"","",free,"",GET,Home,"",3011,"",200,1513784350284,"",""
Sub Focus,Logged In,Milania,F,1,Buck,214.93506,free,"Austin-Round Rock, TX",PUT,NextSong,1507906314284,5249,Could This Be Real,200,1513784350284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",900
Phil Collins,Logged In,Colin,M,11,Simpson,258.48118,paid,"North Port-Sarasota-Bradenton, FL",PUT,NextSong,1487717495284,4690,You'll Be In My Heart,200,1513784352284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",621
Owl City,Logged In,Reik,M,0,Cisneros,231.67955,free,"Washington-Arlington-Alexandria, DC-VA-MD-WV",PUT,NextSong,1505473991284,6448,Vanilla Twilight,200,1513784353284,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,1122
China Crisis,Logged In,Karleigh,F,4,Valenzuela,208.50893,paid,"Wisconsin Rapids-Marshfield, WI",PUT,NextSong,1489899558284,6263,Hanna Hanna,200,1513784356284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2462
"",Logged In,Milania,F,2,Buck,"",free,"Austin-Round Rock, TX",GET,Upgrade,1507906314284,5249,"",200,1513784358284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",900
Edelweiss,Logged In,Kade,M,39,Jones,231.8624,paid,"Key West, FL",PUT,NextSong,1508056774284,597,Ski Instructor,200,1513784363284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,598
911,Logged In,Enrique,M,78,Miller,277.2371,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1500182660284,5962,Our Last Goodbye,200,1513784365284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",58
Coldplay,Logged In,Jack,M,20,Kelly,298.762,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1492304380284,5341,Shiver,200,1513784379284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1869
The Outfield,Logged In,Daegan,M,35,Roberts,221.83138,paid,"McAllen-Edinburg-Mission, TX",PUT,NextSong,1513291220284,2159,Your Love,200,1513784380284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:24.0) Gecko/20100101 Firefox/24.0,2160
Glass Tiger,Logged In,Isabel,F,6,Flores,191.65995,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1505930978284,1410,I Will Be There (Single Version) (2004 Digital Remaster),200,1513784381284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1411
"",Logged In,Amoni,F,0,Chapman,"",free,"Hinesville, GA",GET,Home,1509249772284,4340,"",200,1513784384284,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,1322
Rammstein,Logged In,Ayub,M,0,Jones,217.0771,free,"Laredo, TX",PUT,NextSong,1512777876284,5210,Ich Will,200,1513784389284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2832
Blind Melon,Logged In,Tyler,M,11,Morris,217.15546,paid,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PUT,NextSong,1509616156284,6050,No Rain,200,1513784397284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",1950
The Distillers,Logged In,Ryan,M,7,Clark,209.6322,paid,"Deltona-Daytona Beach-Ormond Beach, FL",PUT,NextSong,1502729401284,5424,City Of Angels,200,1513784398284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:30.0) Gecko/20100101 Firefox/30.0,66
"",Logged In,Milania,F,3,Buck,"",free,"Austin-Round Rock, TX",GET,Home,1507906314284,5249,"",200,1513784398284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",900
"",Logged In,Connor,M,1,Gillespie,"",paid,"Santa Cruz-Watsonville, CA",GET,Home,1506639389284,6463,"",200,1513784410284,"\"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1035
"",Logged In,Julian,M,0,Tapia,"",free,"San Francisco-Oakland-Hayward, CA",GET,Home,1499105245284,186,"",200,1513784413284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",187
LCD Soundsystem,Logged In,Gabriel,M,30,Murphy,394.97098,paid,"Dayton, OH",PUT,NextSong,1513526225284,643,Great Release,200,1513784415284,"\"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",644
Beirut,Logged In,Connor,M,2,Gillespie,215.61424,paid,"Santa Cruz-Watsonville, CA",PUT,NextSong,1506639389284,6463,A Sunday Smile,200,1513784416284,"\"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1035
Sam Cooke,Logged In,James,M,7,Lewis,122.04363,paid,"Boise City, ID",PUT,NextSong,1509081064284,6099,Ain't Misbehavin,200,1513784421284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",1267
